Product_ID,Category,Sub_Category,Product_Name,Sales_Value,Quantity,Discount,Profit,Order_Code,Customer_ID
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,200.00,2.00,0.00%,83.99,137575,TB-21625
OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,12.00,3.00,20.00%,4.13,137582,CV-12805
OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,286.00,3.00,20.00%,-64.43,137589,MS-17770
TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1929.00,7.00,0.00%,829.38,137596,BE-11335
OFF-AR-10001972,Office Supplies,Art,Newell 323,8.00,5.00,0.00%,2.18,137603,MH-17290
FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.00,2.00,20.00%,-36.21,137624,ME-17320
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,752.00,2.00,20.00%,84.60,137631,JL-15235
OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.00,8.00,70.00%,-12.29,137652,EB-13750
TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116.00,8.00,0.00%,29.00,137673,ML-17395
OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",33.00,4.00,20.00%,11.10,137680,JH-15430
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,43.00,10.00,0.00%,19.26,137708,NG-18430
TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.00,3.00,20.00%,21.54,137729,BF-11005
OFF-AR-10004999,Office Supplies,Art,Newell 315,42.00,7.00,0.00%,10.47,137736,DC-13285
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1037.00,2.00,20.00%,51.83,137743,KH-16360
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,205.00,5.00,0.00%,57.36,137750,JF-15565
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,458.00,5.00,30.00%,-124.43,137785,MH-18115
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.00,9.00,0.00%,28.86,137848,WB-21850
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1185.00,4.00,0.00%,106.62,137869,CV-12295
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",65.00,2.00,0.00%,21.44,137876,DJ-13510
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,60.00,2.00,0.00%,23.96,137897,PJ-18835
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",89.00,2.00,20.00%,31.07,137911,BP-11095
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",97.00,7.00,0.00%,28.22,137918,JK-15730
FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",681.00,12.00,20.00%,42.59,137925,JL-15235
TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,90.00,5.00,0.00%,43.18,137939,PJ-19015
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,960.00,2.00,20.00%,335.99,137946,DB-13615
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.00,1.00,0.00%,24.94,137960,MW-18220
FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,1197.00,7.00,0.00%,119.69,137974,LL-16840
FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",192.00,3.00,0.00%,74.81,138002,BT-11305
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.00,5.00,10.00%,178.90,138009,SF-20965
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,31.00,8.00,80.00%,-52.63,138023,KH-16510
OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.00,5.00,20.00%,9.53,138037,AR-10540
TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",28.00,2.00,20.00%,6.99,138072,GA-14725
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",110.00,5.00,0.00%,37.37,138079,AJ-10795
OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,41.00,3.00,0.00%,12.22,138086,JO-15550
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,543.00,3.00,0.00%,141.16,138093,KM-16225
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",15.00,2.00,0.00%,6.26,138100,AA-10315
FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",547.00,9.00,0.00%,136.67,138121,JL-15835
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,1080.00,4.00,40.00%,126.00,138128,FP-14320
OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,896.00,5.00,20.00%,302.37,138149,WB-21850
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",148.00,2.00,20.00%,-3.69,138156,MM-17260
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,51.00,3.00,0.00%,14.26,138163,XP-21865
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,74.00,1.00,50.00%,-45.83,138177,ND-18460
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",14.00,2.00,20.00%,4.52,138198,JL-15130
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.00,4.00,0.00%,16.68,138219,BP-11095
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,480.00,3.00,0.00%,177.59,138233,PF-19165
OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,145.00,3.00,0.00%,41.93,138240,SJ-20500
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.00,3.00,20.00%,51.15,138247,BF-11170
OFF-AP-10001366,Office Supplies,Appliances,Staple holder,88.00,8.00,0.00%,23.72,138282,AH-10690
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5444.00,4.00,0.00%,2504.22,138289,AR-10540
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,25.00,2.00,0.00%,6.88,138296,RC-19825
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.00,1.00,20.00%,-149.91,138303,MG-18145
TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,432.00,9.00,20.00%,64.79,138310,NP-18700
TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,207.00,3.00,70.00%,-172.49,138317,NW-18400
OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,107.00,10.00,20.00%,10.68,138331,JK-15625
OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,67.00,4.00,0.00%,2.68,138359,KH-16330
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.00,7.00,0.00%,290.01,138380,YS-21880
TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1320.00,4.00,0.00%,527.98,138408,KC-16255
OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.00,3.00,20.00%,5.20,138422,KN-16705
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.00,3.00,0.00%,8.62,138436,JD-15895
OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",187.00,6.00,20.00%,-35.05,138450,EH-13765
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,13.00,4.00,70.00%,-10.04,138457,AM-10705
OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.00,3.00,20.00%,30.23,138464,VF-21715
OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4536.00,3.00,20.00%,1644.29,138478,DP-13390
TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,539.00,9.00,0.00%,80.84,138485,NP-18670
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,52.00,2.00,20.00%,-10.39,138492,FC-14335
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,13.00,2.00,0.00%,6.22,138513,EH-13990
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,389.00,6.00,20.00%,-4.86,138520,JL-15505
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,167.00,5.00,20.00%,18.77,138527,BN-11470
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",196.00,2.00,15.00%,-13.80,138534,JM-15535
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",98.00,2.00,0.00%,25.44,138548,JG-15160
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,17.00,3.00,20.00%,3.33,138583,DP-13390
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,564.00,3.00,0.00%,112.79,138597,PN-18775
TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,120.00,10.00,40.00%,15.99,138611,CK-12595
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,10.00,2.00,20.00%,3.63,138618,MY-17380
OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",198.00,4.00,0.00%,55.36,138625,EG-13900
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,40.00,2.00,20.00%,0.50,138667,MW-18220
TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,160.00,4.00,20.00%,29.99,138674,KB-16585
FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.00,3.00,20.00%,-42.41,138681,CT-11995
OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,15.00,2.00,0.00%,6.87,138688,DV-13045
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.00,8.00,20.00%,-24.39,138695,KC-16675
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,22.00,3.00,0.00%,10.92,138709,MS-17770
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.00,3.00,20.00%,7.82,138716,CS-11845
OFF-AR-10003190,Office Supplies,Art,Newell 32,9.00,3.00,0.00%,2.42,138737,FP-14320
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.00,2.00,30.00%,-46.74,138758,JL-15835
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",22.00,1.00,20.00%,7.34,138779,RB-19570
OFF-AR-10000658,Office Supplies,Art,Newell 324,58.00,5.00,0.00%,16.17,138828,KD-16345
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,10.00,2.00,0.00%,4.72,138835,DA-13450
FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.00,4.00,0.00%,21.13,138870,GA-14515
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,846.00,13.00,20.00%,84.57,138898,JH-16180
FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.00,2.00,40.00%,-103.27,138919,LS-16975
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,4.00,1.00,20.00%,1.39,138933,JL-15130
TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.00,6.00,20.00%,265.42,138940,GM-14455
OFF-AR-10001955,Office Supplies,Art,Newell 319,119.00,6.00,0.00%,35.71,138954,MH-17785
FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.00,4.00,20.00%,84.50,138968,FC-14335
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1629.00,9.00,0.00%,374.63,138975,SC-20380
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.00,5.00,0.00%,8.98,139010,MC-17635
TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,47.00,2.00,20.00%,7.62,139017,RM-19375
TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.00,6.00,20.00%,8.64,139080,CS-12250
TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,428.00,3.00,0.00%,89.96,139087,DK-13375
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,207.00,2.00,30.00%,-32.52,139094,MO-17800
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",331.00,1.00,40.00%,-115.71,139157,GM-14680
TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",218.00,2.00,20.00%,19.04,139164,CS-12355
TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1114.00,12.00,20.00%,125.27,139192,LC-16885
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,873.00,3.00,0.00%,226.96,139199,DK-12835
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.00,2.00,20.00%,-3.27,139234,AF-10870
TEC-PH-10004094,Technology,Phones,Motorola L703CM,624.00,5.00,20.00%,39.00,139248,RD-19930
OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,433.00,3.00,20.00%,32.43,139262,LC-16960
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1268.00,9.00,0.00%,152.12,139269,JB-16045
OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,15.00,3.00,0.00%,6.75,139283,BT-11440
OFF-LA-10004008,Office Supplies,Labels,Avery 507,6.00,2.00,0.00%,2.65,139290,MY-17380
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,120.00,8.00,20.00%,40.37,139304,VG-21790
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,154.00,2.00,20.00%,13.44,139311,SF-20965
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.00,2.00,20.00%,-29.44,139353,JM-15250
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,180.00,1.00,30.00%,-2.57,139374,AR-10345
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,204.00,4.00,0.00%,55.06,139381,RF-19840
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,15.00,4.00,0.00%,0.30,139388,CC-12475
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,658.00,7.00,0.00%,184.22,139395,MG-17650
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,419.00,5.00,20.00%,146.79,139402,NC-18535
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",44.00,4.00,0.00%,12.21,139409,FW-14395
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.00,2.00,20.00%,1.50,139416,AG-10270
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.00,2.00,0.00%,22.07,139423,DG-13300
OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,88.00,4.00,0.00%,0.88,139437,RD-19585
OFF-LA-10000134,Office Supplies,Labels,Avery 511,10.00,4.00,20.00%,3.45,139444,GK-14620
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.00,1.00,0.00%,6.20,139451,DN-13690
TEC-PH-10000455,Technology,Phones,GE 30522EE2,348.00,3.00,0.00%,100.91,139465,MR-17545
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.00,2.00,0.00%,27.17,139486,LH-17155
OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,16.00,5.00,20.00%,2.79,139493,SG-20605
FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.00,2.00,30.00%,-1.07,139500,AB-10165
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",41.00,3.00,20.00%,0.51,139542,EH-14185
FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.00,4.00,20.00%,4.84,139549,MY-18295
FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,435.00,3.00,10.00%,62.78,139556,DB-13360
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,105.00,5.00,0.00%,22.00,139577,TN-21040
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.00,2.00,40.00%,-75.83,139584,EM-13810
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.00,4.00,20.00%,-42.59,139598,MG-17695
OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",96.00,2.00,20.00%,9.56,139619,ES-14080
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,6.00,4.00,70.00%,-4.02,139633,EC-14050
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,121.00,4.00,20.00%,9.06,139640,TB-21595
FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,210.00,7.00,70.00%,-356.96,139647,TS-21370
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,10.00,2.00,0.00%,3.66,139661,JW-15220
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.00,4.00,20.00%,102.95,139675,NF-18595
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.00,4.00,70.00%,-27.93,139689,MP-17965
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,178.00,3.00,20.00%,19.97,139710,GM-14680
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.00,8.00,20.00%,64.63,139717,DM-13015
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.00,5.00,30.00%,-350.49,139731,JE-15745
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,129.00,7.00,20.00%,12.87,139738,DK-12895
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,106.00,4.00,0.00%,29.67,139759,NL-18310
FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",189.00,7.00,30.00%,-2.69,139773,DV-13045
OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116.00,8.00,0.00%,52.38,139780,AH-10690
OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.00,5.00,0.00%,13.45,139787,JP-16135
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",93.00,12.00,0.00%,0.93,139808,MC-18100
TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,60.00,2.00,0.00%,10.80,139822,Dp-13240
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.00,2.00,20.00%,4.33,139850,GB-14575
OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.00,5.00,0.00%,5.80,139857,CD-12790
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,258.00,2.00,0.00%,74.81,139878,LD-17005
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,213.00,6.00,0.00%,0.00,139885,EB-13840
TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8160.00,8.00,40.00%,-1359.99,139892,BM-11140
FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.00,11.00,0.00%,29.01,139913,JC-16105
TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,67.00,7.00,20.00%,6.70,139934,AY-10555
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",93.00,3.00,0.00%,41.82,139941,CB-12415
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",8.00,2.00,20.00%,2.17,139948,SW-20455
OFF-SU-10001935,Office Supplies,Supplies,Staple remover,2.00,1.00,20.00%,-0.35,139955,CM-12160
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,38.00,2.00,0.00%,18.94,139962,Dp-13240
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.00,3.00,30.00%,-53.27,139969,AF-10870
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1500.00,5.00,0.00%,449.99,139997,EM-14140
OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.00,2.00,20.00%,1.20,140004,CB-12025
FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",128.00,3.00,30.00%,-9.11,140018,CK-12205
OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.00,8.00,80.00%,-1181.28,140025,PF-19120
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9.00,2.00,20.00%,3.01,140032,TS-21340
OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.00,5.00,20.00%,5.96,140039,ON-18715
OFF-LA-10000305,Office Supplies,Labels,Avery 495,19.00,3.00,0.00%,8.69,140046,KM-16660
FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",546.00,9.00,0.00%,114.63,140053,CA-12265
OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,26.00,6.00,0.00%,11.56,140074,EC-14050
OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,448.00,2.00,20.00%,33.58,140081,CG-12040
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,302.00,2.00,0.00%,33.22,140088,PO-18865
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.00,3.00,20.00%,-15.91,140116,KT-16480
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,369.00,3.00,0.00%,81.17,140130,HW-14935
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",258.00,6.00,0.00%,100.48,140144,SC-20770
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5400.00,9.00,0.00%,2591.96,140158,DR-12940
OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.00,8.00,70.00%,-331.96,140165,EH-14005
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.00,3.00,10.00%,48.33,140172,SP-20650
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",98.00,2.00,0.00%,25.44,140186,PG-18820
FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.00,3.00,50.00%,-204.45,140200,CA-12775
OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.00,5.00,20.00%,9.83,140207,CS-12400
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,181.00,5.00,80.00%,-470.55,140221,MS-17365
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",178.00,2.00,20.00%,-37.73,140228,GB-14530
TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,409.00,7.00,20.00%,76.64,140242,ML-17755
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1002.00,2.00,20.00%,125.20,140249,SW-20455
OFF-AR-10002255,Office Supplies,Art,Newell 346,6.00,2.00,0.00%,1.67,140256,PW-19030
OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.00,2.00,20.00%,-14.88,140298,JK-16120
TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.00,5.00,20.00%,1.38,140312,KL-16645
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.00,9.00,30.00%,-117.88,140326,HW-14935
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.00,3.00,0.00%,9.33,140375,SG-20470
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.00,7.00,20.00%,97.01,140382,RD-19900
TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,834.00,6.00,0.00%,216.82,140396,KH-16330
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.00,3.00,20.00%,13.76,140403,TN-21040
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1213.00,7.00,20.00%,106.12,140410,CM-12655
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.00,9.00,20.00%,22.52,140417,KE-16420
TEC-PH-10001750,Technology,Phones,Samsung Rugby III,198.00,3.00,0.00%,53.45,140438,PW-19030
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,215.00,5.00,50.00%,-120.37,140452,BK-11260
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,720.00,3.00,20.00%,135.00,140473,MC-17425
