Order_ID,Order_Date,Ship_Date,Ship_Mode,Year_Order,Customer_ID
134936,12/19/2021,12/25/2021,Standard Class,2021,ES-14080
134922,11/7/2020,11/11/2020,Standard Class,2020,KB-16240
134908,6/5/2021,6/9/2021,Standard Class,2021,JS-15940
134894,12/7/2020,12/11/2020,Standard Class,2020,DK-12985
134887,3/25/2021,3/25/2021,Same Day,2021,TB-21280
134859,10/4/2020,10/9/2020,Standard Class,2020,JK-16120
134845,4/17/2022,4/23/2022,Standard Class,2022,SR-20425
134838,2/19/2022,2/20/2022,First Class,2022,ED-13885
134810,5/9/2022,5/10/2022,First Class,2022,MC-17605
134803,5/28/2021,6/3/2021,Standard Class,2021,CL-12565
134796,6/25/2022,7/1/2022,Standard Class,2022,FM-14380
134789,4/8/2021,4/15/2021,Standard Class,2021,CK-12325
134782,12/27/2020,12/31/2020,Standard Class,2020,MD-17350
134775,10/28/2021,10/29/2021,First Class,2021,AS-10285
134761,11/30/2021,11/30/2021,Same Day,2021,DB-13210
134747,10/12/2020,10/17/2020,Second Class,2020,DL-12925
134733,9/23/2019,9/28/2019,Standard Class,2019,BM-11650
134726,11/2/2019,11/7/2019,Second Class,2019,SW-20755
134719,10/10/2020,10/15/2020,Standard Class,2020,JD-15790
134712,11/29/2019,12/4/2019,Standard Class,2019,BS-11380
134691,11/14/2021,11/18/2021,Standard Class,2021,KC-16540
134677,10/6/2019,10/10/2019,Standard Class,2019,XP-21865
134656,9/28/2021,10/1/2021,First Class,2021,MM-18280
134649,1/26/2022,1/31/2022,Second Class,2022,CA-11965
134642,2/25/2022,3/1/2022,Standard Class,2022,SW-20245
134635,4/15/2022,4/17/2022,Second Class,2022,NS-18640
134621,12/21/2019,12/28/2019,Standard Class,2019,DP-13390
134614,9/20/2019,9/25/2019,Standard Class,2019,PF-19165
134572,4/20/2019,4/22/2019,Second Class,2019,SV-20365
134565,6/11/2022,6/13/2022,Second Class,2022,TB-21400
134558,12/19/2020,12/24/2020,Second Class,2020,PM-19135
134551,12/20/2019,12/25/2019,Standard Class,2019,TS-21505
134544,3/17/2021,3/19/2021,Second Class,2021,AC-10660
134516,9/20/2021,9/25/2021,Standard Class,2021,FM-14215
134495,4/1/2022,4/4/2022,Second Class,2022,BF-11020
134488,9/24/2021,10/1/2021,Standard Class,2021,PK-19075
134474,1/5/2021,1/7/2021,Second Class,2021,AJ-10795
134425,12/8/2021,12/12/2021,Second Class,2021,QJ-19255
134376,10/2/2021,10/6/2021,Standard Class,2021,TT-21265
134369,9/16/2021,9/22/2021,Standard Class,2021,BC-11125
134362,9/29/2021,10/2/2021,First Class,2021,LS-16945
134348,11/12/2021,11/19/2021,Standard Class,2021,MS-17710
134334,2/14/2021,2/15/2021,First Class,2021,DK-13090
134313,11/1/2019,11/7/2019,Standard Class,2019,RA-19915
134278,7/6/2019,7/8/2019,First Class,2019,EP-13915
134271,4/18/2020,4/23/2020,Second Class,2020,RF-19735
134257,3/16/2020,3/19/2020,Second Class,2020,MS-17710
134222,7/10/2021,7/11/2021,Same Day,2021,NZ-18565
134215,8/4/2019,8/8/2019,Standard Class,2019,ML-17395
134208,9/17/2021,9/23/2021,Standard Class,2021,CS-12505
134201,4/10/2020,4/16/2020,Standard Class,2020,EH-14125
134187,11/4/2019,11/11/2019,Standard Class,2019,TH-21235
134180,11/3/2021,11/7/2021,Standard Class,2021,JP-16135
134152,5/27/2022,5/31/2022,Standard Class,2022,RP-19855
134138,2/16/2021,2/20/2021,Standard Class,2021,JD-15790
134117,12/17/2020,12/19/2020,Second Class,2020,PG-18895
134110,11/17/2021,11/18/2021,First Class,2021,BG-11035
134103,1/30/2019,2/4/2019,Standard Class,2019,MV-18190
134082,12/11/2020,12/17/2020,Standard Class,2020,JK-15640
134075,12/12/2020,12/16/2020,Standard Class,2020,HA-14905
134061,4/29/2019,5/4/2019,Standard Class,2019,LL-16840
134054,10/10/2019,10/10/2019,Same Day,2019,FC-14335
134026,4/26/2020,5/2/2020,Standard Class,2020,JE-15745
133977,9/6/2020,9/8/2020,Second Class,2020,AT-10435
133963,5/18/2019,5/22/2019,Second Class,2019,GA-14515
133949,12/31/2019,12/31/2019,Same Day,2019,JL-15175
133935,9/18/2021,9/22/2021,Standard Class,2021,JW-15220
133928,6/11/2022,6/17/2022,Standard Class,2022,ZC-21910
133879,3/21/2021,3/28/2021,Standard Class,2021,KT-16465
133872,6/14/2021,6/17/2021,First Class,2021,VM-21835
133865,5/8/2022,5/12/2022,Standard Class,2022,PS-19045
133851,6/9/2019,6/16/2019,Standard Class,2019,CM-12445
133837,4/13/2020,4/18/2020,Standard Class,2020,TH-21100
133830,12/5/2019,12/10/2019,Standard Class,2019,RL-19615
133823,5/11/2022,5/12/2022,Same Day,2022,LP-17080
133816,5/10/2021,5/13/2021,Second Class,2021,CS-12400
133809,11/18/2019,11/23/2019,Second Class,2019,MS-17530
133802,3/14/2021,3/20/2021,Standard Class,2021,SP-20650
133795,12/18/2021,12/24/2021,Standard Class,2021,JE-15475
133781,6/22/2022,6/23/2022,First Class,2022,DC-12850
133753,6/9/2019,6/13/2019,Second Class,2019,CW-11905
133725,5/23/2021,5/28/2021,Standard Class,2021,KL-16645
133711,11/26/2021,11/29/2021,First Class,2021,MC-17425
133704,9/20/2019,9/26/2019,Standard Class,2019,MA-17995
133697,10/20/2021,10/24/2021,Second Class,2021,CM-12445
133690,8/3/2019,8/5/2019,First Class,2019,BS-11755
133669,10/21/2021,10/27/2021,Standard Class,2021,SV-20935
133648,6/25/2022,7/2/2022,Standard Class,2022,ML-17755
133641,5/14/2022,5/21/2022,Standard Class,2022,EJ-14155
133634,11/5/2019,11/10/2019,Standard Class,2019,SR-20740
133627,5/31/2020,6/7/2020,Standard Class,2020,SC-20050
133613,6/17/2021,6/22/2021,Standard Class,2021,CP-12340
133592,12/31/2019,1/7/2020,Standard Class,2019,KM-16375
133585,3/1/2020,3/4/2020,First Class,2020,CM-12715
133550,7/31/2021,8/6/2021,Standard Class,2021,KL-16645
133543,12/22/2019,12/26/2019,Standard Class,2019,KM-16660
133536,3/28/2020,3/30/2020,Second Class,2020,JH-15820
133508,4/17/2021,4/21/2021,Standard Class,2021,SW-20350
133494,3/1/2020,3/5/2020,Standard Class,2020,RP-19390
133487,5/6/2022,5/9/2022,Second Class,2022,TS-21655
133452,4/13/2020,4/19/2020,Standard Class,2020,ZC-21910
133445,10/5/2020,10/9/2020,Standard Class,2020,JF-15490
133424,3/30/2019,4/4/2019,Standard Class,2019,Dl-13600
133396,8/13/2020,8/15/2020,First Class,2020,GK-14620
133389,6/22/2019,6/22/2019,Same Day,2019,TB-21280
133368,1/14/2021,1/20/2021,Standard Class,2021,AG-10675
133361,5/14/2022,5/17/2022,First Class,2022,AJ-10780
133354,2/22/2019,2/24/2019,First Class,2019,SA-20830
133340,12/9/2021,12/13/2021,Standard Class,2021,LH-17155
133319,9/5/2021,9/11/2021,Standard Class,2021,MV-17485
133305,7/11/2019,7/15/2019,Standard Class,2019,MH-17455
133270,6/6/2019,6/9/2019,First Class,2019,BM-11785
133263,3/31/2022,4/2/2022,Second Class,2022,JE-15610
133256,6/26/2022,6/27/2022,First Class,2022,TH-21550
133242,6/18/2020,6/24/2020,Standard Class,2020,KH-16510
133228,4/4/2019,4/9/2019,Standard Class,2019,MS-17710
133200,5/6/2022,5/11/2022,Standard Class,2022,DB-13555
133158,8/19/2019,8/21/2019,Second Class,2019,DW-13195
133144,5/16/2021,5/21/2021,Second Class,2021,DO-13435
133130,9/27/2019,10/1/2019,Standard Class,2019,TH-21100
133123,9/6/2021,9/11/2021,Standard Class,2021,KB-16315
133095,6/4/2022,6/4/2022,Same Day,2022,EH-14005
133081,3/11/2022,3/15/2022,Standard Class,2022,PV-18985
133067,5/4/2022,5/10/2022,Standard Class,2022,MY-18295
133025,9/17/2020,9/19/2020,Second Class,2020,MO-17800
132997,11/7/2021,11/9/2021,First Class,2021,LW-17215
132990,8/1/2021,8/3/2021,Second Class,2021,KM-16660
132983,4/28/2019,5/3/2019,Standard Class,2019,DS-13180
132962,9/13/2019,9/16/2019,First Class,2019,JM-15535
132955,6/24/2022,6/28/2022,Standard Class,2022,SC-20575
132948,3/27/2020,4/3/2020,Standard Class,2020,MV-17485
132941,5/25/2020,5/28/2020,First Class,2020,MM-18280
132934,6/20/2022,6/26/2022,Standard Class,2022,JE-15475
132913,12/24/2019,12/26/2019,First Class,2019,AS-10090
132906,9/10/2020,9/14/2020,Standard Class,2020,CC-12145
132899,4/7/2021,4/11/2021,Standard Class,2021,SF-20200
132864,12/2/2019,12/7/2019,Standard Class,2019,KN-16390
132857,12/11/2021,12/17/2021,Standard Class,2021,CA-12775
132836,6/1/2020,6/5/2020,Standard Class,2020,AJ-10945
132829,12/23/2021,12/26/2021,Second Class,2021,LA-16780
132815,9/19/2020,9/22/2020,Second Class,2020,RW-19540
132801,10/7/2019,10/12/2019,Standard Class,2019,JG-15805
132787,9/19/2019,9/23/2019,Standard Class,2019,MC-18130
132745,10/1/2019,10/5/2019,Standard Class,2019,NF-18475
132731,11/24/2021,11/28/2021,Standard Class,2021,GA-14515
132682,6/8/2022,6/10/2022,Second Class,2022,TH-21235
132661,10/23/2021,10/29/2021,Standard Class,2021,SR-20740
132647,2/17/2022,2/23/2022,Standard Class,2022,GH-14410
132633,2/3/2020,2/5/2020,Second Class,2020,KH-16630
132626,7/9/2020,7/14/2020,Standard Class,2020,BT-11680
132612,6/9/2019,6/11/2019,Second Class,2019,FO-14305
132577,11/22/2021,11/27/2021,Standard Class,2021,JE-15475
132570,10/31/2020,11/2/2020,Second Class,2020,KT-16480
132549,11/25/2021,11/30/2021,Standard Class,2021,JK-15370
132542,10/6/2019,10/8/2019,Second Class,2019,AM-10360
132507,7/30/2020,8/3/2020,Second Class,2020,CC-12610
132500,9/8/2019,9/12/2019,Standard Class,2019,GZ-14470
132486,10/23/2020,10/27/2020,Second Class,2020,JF-15355
132479,9/24/2021,9/26/2021,First Class,2021,MK-17905
132465,9/11/2020,9/15/2020,Second Class,2020,DM-13525
132451,9/26/2019,9/27/2019,First Class,2019,KF-16285
132423,4/15/2021,4/19/2021,Standard Class,2021,MY-18295
132409,5/26/2021,6/1/2021,Standard Class,2021,TH-21235
132388,10/10/2020,10/12/2020,First Class,2020,KN-16390
132374,2/22/2020,2/24/2020,Second Class,2020,PS-19045
132318,10/30/2020,11/2/2020,First Class,2020,TT-21220
132304,6/14/2021,6/18/2021,Standard Class,2021,AR-10825
132297,5/27/2022,6/2/2022,Standard Class,2022,DW-13480
132290,3/10/2022,3/14/2022,Standard Class,2022,MD-17350
132276,2/23/2020,2/28/2020,Standard Class,2020,LC-16960
132227,11/4/2019,11/10/2019,Standard Class,2019,SZ-20035
132213,4/25/2022,4/26/2022,First Class,2022,PN-18775
132206,6/16/2022,6/21/2022,Standard Class,2022,MK-17905
132199,5/3/2022,5/8/2022,Standard Class,2022,BO-11350
132178,5/3/2022,5/8/2022,Second Class,2022,DB-12970
132143,9/3/2021,9/5/2021,First Class,2021,FM-14215
132136,3/8/2020,3/12/2020,Standard Class,2020,FO-14305
132101,3/19/2020,3/25/2020,Standard Class,2020,JO-15550
132094,8/26/2021,9/2/2021,Standard Class,2021,VG-21805
132080,8/22/2020,8/25/2020,First Class,2020,DP-13105
132066,10/16/2021,10/20/2021,Standard Class,2021,NB-18655
132031,4/23/2022,4/27/2022,Standard Class,2022,PN-18775
132017,9/26/2021,9/27/2021,First Class,2021,MH-17620
132010,10/13/2019,10/15/2019,First Class,2019,MA-17995
131982,3/7/2019,3/11/2019,Second Class,2019,NP-18685
131968,11/11/2021,11/15/2021,Standard Class,2021,LB-16795
131954,1/21/2022,1/25/2022,Standard Class,2022,DS-13030
131947,9/17/2019,9/22/2019,Standard Class,2019,JA-15970
131926,6/1/2019,6/6/2019,Second Class,2019,DW-13480
131912,10/29/2021,11/1/2021,Second Class,2021,LH-17155
131905,2/6/2019,2/9/2019,First Class,2019,ND-18460
131891,7/29/2021,7/31/2021,First Class,2021,PW-19240
131884,12/6/2020,12/6/2020,Same Day,2020,DK-13375
131870,9/9/2019,9/11/2019,First Class,2019,NF-18595
131856,5/12/2020,5/17/2020,Standard Class,2020,JG-15160
131849,6/6/2022,6/10/2022,Standard Class,2022,GH-14410
131842,12/5/2020,12/8/2020,First Class,2020,RR-19525
131835,7/17/2021,7/21/2021,Standard Class,2021,MC-17590
131828,2/11/2022,2/13/2022,Second Class,2022,CS-11845
131800,12/30/2019,1/4/2020,Standard Class,2019,AJ-10960
131779,6/12/2020,6/17/2020,Standard Class,2020,LE-16810
131758,5/28/2020,6/1/2020,Standard Class,2020,KB-16315
131744,6/18/2021,6/20/2021,Second Class,2021,SC-20770
131737,3/17/2021,3/17/2021,Same Day,2021,GZ-14470
131695,6/30/2022,7/6/2022,Standard Class,2022,RA-19285
131674,11/29/2021,12/1/2021,Second Class,2021,NC-18535
131653,1/29/2022,2/5/2022,Standard Class,2022,RD-19585
131639,12/17/2021,12/23/2021,Standard Class,2021,NS-18640
131618,6/17/2022,6/20/2022,First Class,2022,LS-17200
131611,11/5/2021,11/9/2021,Standard Class,2021,EP-13915
131597,9/14/2020,9/18/2020,Standard Class,2020,SP-20620
131583,6/10/2022,6/10/2022,Same Day,2022,CL-11890
131576,11/22/2021,11/26/2021,Standard Class,2021,RD-19585
131541,7/28/2019,7/28/2019,Same Day,2019,CK-12205
131534,3/28/2020,4/2/2020,Standard Class,2020,AB-10165
131527,12/1/2019,12/7/2019,Standard Class,2019,TB-21280
131499,9/8/2021,9/10/2021,First Class,2021,MG-17875
131457,10/31/2020,11/6/2020,Standard Class,2020,MZ-17515
131450,8/8/2019,8/15/2019,Standard Class,2019,LR-16915
131422,11/5/2020,11/9/2020,Standard Class,2020,GB-14530
131387,4/28/2019,4/30/2019,First Class,2019,AI-10855
131380,3/28/2021,3/31/2021,Second Class,2021,CC-12220
131359,10/30/2020,11/2/2020,Second Class,2020,FA-14230
131352,10/8/2020,10/13/2020,Standard Class,2020,GH-14485
131338,8/9/2020,8/12/2020,First Class,2020,NP-18325
131310,7/12/2019,7/18/2019,Standard Class,2019,CL-12565
131296,10/4/2021,10/9/2021,Standard Class,2021,MS-17830
131289,12/8/2021,12/14/2021,Standard Class,2021,SP-20620
131282,2/5/2022,2/8/2022,Second Class,2022,CB-12025
131275,3/18/2019,3/24/2019,Standard Class,2019,SC-20050
131247,3/30/2019,4/4/2019,Standard Class,2019,GA-14725
131233,4/14/2022,4/19/2022,Standard Class,2022,CS-12355
131205,9/4/2021,9/8/2021,Standard Class,2021,AA-10645
131156,4/3/2022,4/7/2022,Standard Class,2022,KH-16360
131149,7/10/2021,7/14/2021,Standard Class,2021,LH-17155
131128,10/19/2020,10/20/2020,First Class,2020,TB-21520
131114,12/9/2021,12/13/2021,Second Class,2021,RW-19630
131093,9/17/2021,9/20/2021,Second Class,2021,TS-21610
131072,11/5/2020,11/5/2020,Same Day,2020,KL-16645
131065,11/14/2021,11/16/2021,Second Class,2021,AA-10375
131058,12/27/2021,12/31/2021,Standard Class,2021,EM-14140
131051,12/1/2019,12/5/2019,Standard Class,2019,TR-21325
131009,3/1/2019,3/5/2019,Standard Class,2019,SC-20380
131002,9/7/2019,9/12/2019,Second Class,2019,TB-21400
130995,11/1/2020,11/6/2020,Standard Class,2020,QJ-19255
130974,11/27/2020,11/29/2020,Second Class,2020,MA-17560
130967,3/10/2022,3/16/2022,Standard Class,2022,EB-13870
130960,12/30/2019,1/4/2020,Standard Class,2019,KB-16600
130946,4/8/2021,4/12/2021,Standard Class,2021,ZC-21910
130918,8/22/2019,8/24/2019,Second Class,2019,JP-15520
130911,3/24/2021,3/26/2021,Second Class,2021,DC-12850
130904,4/11/2022,4/16/2022,Standard Class,2022,HM-14980
130890,11/2/2020,11/6/2020,Standard Class,2020,JO-15280
130883,9/26/2020,10/2/2020,Standard Class,2020,TB-21520
130876,5/12/2020,5/16/2020,Second Class,2020,AZ-10750
130869,11/17/2019,11/21/2019,Standard Class,2019,CB-12025
130855,12/29/2020,1/5/2021,Standard Class,2020,RF-19840
130848,10/25/2020,10/25/2020,Same Day,2020,DG-13300
130820,11/15/2021,11/15/2021,Same Day,2021,ON-18715
130813,1/6/2019,1/8/2019,Second Class,2019,LS-17230
130799,11/11/2021,11/16/2021,Second Class,2021,BK-11260
130792,4/28/2020,5/5/2020,Standard Class,2020,RA-19915
130785,9/5/2020,9/9/2020,Standard Class,2020,AG-10900
130778,11/19/2021,11/25/2021,Standard Class,2021,ND-18370
130736,12/7/2020,12/9/2020,First Class,2020,JF-15490
130729,10/24/2019,10/29/2019,Standard Class,2019,AA-10375
130680,6/24/2021,6/29/2021,Standard Class,2021,BD-11320
130673,5/20/2019,5/22/2019,Second Class,2019,MC-17590
130659,12/4/2020,12/9/2020,Second Class,2020,MS-17365
130638,5/16/2021,5/19/2021,Second Class,2021,SC-20095
130624,6/21/2019,6/24/2019,First Class,2019,TB-21280
130610,7/5/2020,7/10/2020,Standard Class,2020,VP-21730
130575,12/14/2019,12/16/2019,First Class,2019,CS-11845
130554,4/7/2020,4/9/2020,First Class,2020,FM-14290
130519,9/15/2020,9/15/2020,Same Day,2020,NG-18355
130512,8/21/2020,8/25/2020,Standard Class,2020,SM-20320
130491,2/8/2020,2/11/2020,First Class,2020,BH-11710
130484,8/22/2021,8/27/2021,Standard Class,2021,SG-20470
130477,4/8/2021,4/12/2021,Standard Class,2021,LC-17140
130456,8/21/2020,8/26/2020,Standard Class,2020,DS-13180
130449,9/6/2019,9/9/2019,First Class,2019,VP-21760
130442,12/16/2021,12/19/2021,First Class,2021,SF-20065
130428,3/31/2019,3/31/2019,Same Day,2019,TG-21640
130421,3/3/2019,3/7/2019,Standard Class,2019,SC-20020
130407,9/2/2021,9/6/2021,Standard Class,2021,KD-16270
130400,3/8/2021,3/12/2021,Standard Class,2021,SJ-20125
130393,12/1/2021,12/3/2021,Second Class,2021,JM-15865
130379,5/25/2019,5/29/2019,Standard Class,2019,JL-15235
130365,4/25/2020,4/29/2020,Standard Class,2020,ZC-21910
130358,6/23/2019,6/26/2019,First Class,2019,DL-13330
130288,11/26/2021,11/30/2021,Second Class,2021,DK-13225
130274,5/3/2019,5/5/2019,First Class,2019,JS-15940
130267,9/19/2021,9/23/2021,Standard Class,2021,SW-20245
130253,12/14/2020,12/18/2020,Standard Class,2020,PP-18955
130225,9/11/2021,9/17/2021,Standard Class,2021,RC-19960
130218,3/23/2020,3/26/2020,First Class,2020,SG-20470
130204,9/3/2020,9/9/2020,Standard Class,2020,DB-13120
130183,11/13/2020,11/17/2020,Standard Class,2020,PO-18850
130162,10/28/2021,11/1/2021,Standard Class,2021,JH-15910
130155,5/19/2019,5/22/2019,First Class,2019,TD-20995
130113,12/27/2020,12/31/2020,Standard Class,2020,AH-10030
130106,5/22/2022,5/26/2022,Standard Class,2022,VF-21715
130092,1/11/2019,1/14/2019,First Class,2019,SV-20365
130078,8/8/2021,8/14/2021,Standard Class,2021,CC-12145
130050,7/16/2021,7/18/2021,Second Class,2021,MC-17425
130029,7/3/2021,7/6/2021,First Class,2021,GT-14755
130022,8/10/2020,8/16/2020,Standard Class,2020,JK-16120
130001,4/23/2021,4/28/2021,Standard Class,2021,HK-14890
129938,12/15/2019,12/17/2019,Second Class,2019,EB-13705
129924,7/12/2019,7/17/2019,Standard Class,2019,AC-10420
129917,10/2/2020,10/3/2020,First Class,2020,HM-14980
129910,3/30/2022,4/3/2022,Standard Class,2022,ME-17320
129903,12/1/2021,12/4/2021,Second Class,2021,GZ-14470
129896,6/15/2020,6/20/2020,Standard Class,2020,PF-19120
129868,12/26/2021,12/31/2021,Standard Class,2021,MC-18130
129861,6/17/2021,6/23/2021,Standard Class,2021,DM-13345
129854,8/22/2020,8/26/2020,Standard Class,2020,RB-19705
129847,9/2/2021,9/4/2021,First Class,2021,TA-21385
129819,12/13/2019,12/15/2019,Second Class,2019,KC-16675
129770,2/21/2020,2/23/2020,Second Class,2020,JE-15715
129728,5/30/2021,6/6/2021,Standard Class,2021,JG-15310
129714,9/1/2021,9/3/2021,First Class,2021,AB-10060
129707,4/25/2022,4/29/2022,Standard Class,2022,LH-16750
129700,5/4/2020,5/5/2020,First Class,2020,LA-16780
129693,11/26/2021,12/2/2021,Standard Class,2021,TC-20980
129686,11/27/2021,11/29/2021,Second Class,2021,GG-14650
129637,12/17/2020,12/22/2020,Standard Class,2020,MC-18100
129630,9/4/2021,9/4/2021,Same Day,2021,IM-15055
129609,3/22/2019,3/22/2019,Same Day,2019,VM-21835
129574,5/26/2019,5/29/2019,First Class,2019,Dp-13240
129567,3/17/2022,3/21/2022,Second Class,2022,CL-12565
129553,7/27/2020,8/2/2020,Standard Class,2020,PG-18820
129546,9/28/2020,10/5/2020,Standard Class,2020,RP-19855
129532,12/8/2020,12/12/2020,Standard Class,2020,YS-21880
129525,11/15/2020,11/20/2020,Standard Class,2020,VP-21760
129476,10/15/2020,10/20/2020,Standard Class,2020,PA-19060
129469,9/23/2021,9/27/2021,Standard Class,2021,KL-16555
129462,6/16/2022,6/21/2022,Second Class,2022,JE-15745
129392,7/8/2020,7/8/2020,Same Day,2020,DM-13015
129364,12/8/2019,12/13/2019,Standard Class,2019,TB-21250
129357,5/14/2022,5/19/2022,Standard Class,2022,KB-16585
129322,8/8/2020,8/10/2020,Second Class,2020,DB-13405
129308,7/7/2021,7/13/2021,Standard Class,2021,CC-12100
129294,3/16/2022,3/21/2022,Standard Class,2022,KD-16615
129280,5/3/2021,5/5/2021,First Class,2021,SM-20905
129238,1/31/2021,2/4/2021,Standard Class,2021,SC-20050
129224,3/17/2022,3/23/2022,Standard Class,2022,AS-10630
129217,5/10/2020,5/10/2020,Same Day,2020,DP-13390
129203,4/17/2022,4/22/2022,Standard Class,2022,BM-11575
129196,11/1/2021,11/7/2021,Standard Class,2021,XP-21865
129189,7/21/2019,7/25/2019,Standard Class,2019,HM-14860
129168,8/17/2019,8/23/2019,Standard Class,2019,KB-16585
129147,11/2/2019,11/6/2019,Standard Class,2019,LC-17050
129126,12/14/2021,12/19/2021,Standard Class,2021,PK-19075
129112,11/29/2020,11/30/2020,First Class,2020,AW-10840
129098,10/9/2020,10/13/2020,Standard Class,2020,DK-13090
129091,11/22/2019,11/27/2019,Standard Class,2019,RA-19885
129042,12/12/2020,12/17/2020,Standard Class,2020,EM-13960
129028,4/1/2022,4/3/2022,First Class,2022,GB-14530
129007,9/13/2020,9/15/2020,First Class,2020,KD-16615
128993,9/12/2020,9/17/2020,Second Class,2020,CC-12670
128986,8/3/2019,8/5/2019,Second Class,2019,GH-14410
128972,11/13/2021,11/17/2021,Standard Class,2021,TS-21430
128965,4/17/2022,4/22/2022,Standard Class,2022,PS-18760
128958,1/24/2020,1/28/2020,Standard Class,2020,CR-12820
128944,6/19/2022,6/21/2022,Second Class,2022,KH-16330
128923,12/9/2021,12/13/2021,Standard Class,2021,GB-14530
128916,8/18/2021,8/20/2021,Second Class,2021,MA-17560
128909,10/9/2021,10/11/2021,Second Class,2021,SP-20545
128902,3/11/2021,3/15/2021,Standard Class,2021,MB-18085
128888,11/15/2019,11/22/2019,Standard Class,2019,PB-19105
128867,11/3/2021,11/10/2021,Standard Class,2021,CL-12565
128860,6/29/2020,7/5/2020,Standard Class,2020,SC-20725
128853,4/21/2022,4/23/2022,First Class,2022,JM-15250
128846,4/7/2019,4/12/2019,Standard Class,2019,RS-19765
128839,9/8/2019,9/13/2019,Standard Class,2019,TT-21070
128832,4/24/2022,4/27/2022,First Class,2022,LS-16945
128818,5/7/2021,5/11/2021,Standard Class,2021,CJ-12010
128811,9/12/2021,9/16/2021,Standard Class,2021,SF-20200
128755,5/4/2022,5/8/2022,Standard Class,2022,MK-18160
128727,8/29/2021,9/4/2021,Standard Class,2021,MO-17800
128706,2/27/2021,3/2/2021,Standard Class,2021,DW-13540
128685,4/4/2019,4/5/2019,First Class,2019,MZ-17515
128678,9/15/2021,9/20/2021,Standard Class,2021,RB-19570
128671,8/11/2021,8/16/2021,Standard Class,2021,MT-18070
128622,11/15/2019,11/17/2019,Second Class,2019,SC-20260
128608,1/12/2020,1/17/2020,Standard Class,2020,CS-12490
128594,8/26/2021,8/29/2021,First Class,2021,DJ-13510
128587,12/24/2020,12/30/2020,Standard Class,2020,HM-14860
128538,10/11/2019,10/15/2019,Standard Class,2019,AS-10240
128531,11/24/2021,11/26/2021,Second Class,2021,NS-18505
128524,11/11/2019,11/13/2019,First Class,2019,MZ-17515
128517,4/9/2021,4/14/2021,Second Class,2021,SW-20350
128412,12/10/2021,12/17/2021,Standard Class,2021,AP-10915
128398,5/2/2022,5/5/2022,Second Class,2022,EM-13825
128356,10/2/2020,10/7/2020,Standard Class,2020,RP-19390
128307,7/25/2021,7/29/2021,Standard Class,2021,BE-11335
128293,6/2/2021,6/5/2021,First Class,2021,KC-16255
128258,3/30/2021,4/1/2021,First Class,2021,CP-12085
128237,3/25/2019,3/30/2019,Standard Class,2019,CA-12265
128223,6/14/2021,6/14/2021,Same Day,2021,EB-13705
128209,11/17/2019,11/22/2019,Standard Class,2019,GT-14710
128195,8/4/2021,8/5/2021,First Class,2021,RA-19285
128167,6/22/2020,6/26/2020,Second Class,2020,KL-16645
128146,6/21/2019,6/25/2019,Standard Class,2019,DB-13060
128139,7/3/2020,7/9/2020,Standard Class,2020,BD-11725
128125,3/31/2020,4/5/2020,Standard Class,2020,EB-13705
128111,3/17/2021,3/23/2021,Standard Class,2021,CS-12355
128090,8/16/2020,8/22/2020,Standard Class,2020,JM-15865
128083,3/12/2020,3/17/2020,Standard Class,2020,EB-13750
128076,2/2/2022,2/7/2022,Standard Class,2022,BO-11350
128062,11/19/2019,11/22/2019,Second Class,2019,AD-10180
128055,3/31/2019,4/5/2019,Standard Class,2019,AA-10315
128027,9/14/2020,9/17/2020,Second Class,2020,CM-12385
128013,8/9/2020,8/16/2020,Standard Class,2020,MF-18250
127985,4/1/2021,4/5/2021,Second Class,2021,DB-12910
127978,3/3/2019,3/8/2019,Standard Class,2019,JS-15595
127971,11/20/2021,11/27/2021,Standard Class,2021,DW-13195
127964,3/3/2019,3/8/2019,Standard Class,2019,AP-10720
127936,9/2/2019,9/4/2019,First Class,2019,CL-12565
127866,7/20/2019,7/23/2019,First Class,2019,JD-15895
127859,3/17/2019,3/20/2019,Second Class,2019,QJ-19255
127824,10/18/2020,10/22/2020,Standard Class,2020,JC-15775
127803,5/19/2022,5/23/2022,Standard Class,2022,ND-18460
127775,6/11/2021,6/13/2021,Second Class,2021,ES-14020
127761,11/10/2021,11/14/2021,Standard Class,2021,SW-20275
127754,7/26/2020,7/31/2020,Standard Class,2020,CK-12760
127705,6/2/2022,6/6/2022,Standard Class,2022,AB-10255
127698,12/1/2021,12/1/2021,Same Day,2021,MV-18190
127691,7/22/2019,7/27/2019,Standard Class,2019,EM-14065
127670,3/20/2021,3/24/2021,Standard Class,2021,RD-19660
127649,10/7/2021,10/9/2021,First Class,2021,DL-13495
127642,5/21/2021,5/23/2021,First Class,2021,CP-12340
127635,9/14/2019,9/18/2019,Second Class,2019,SC-20260
127621,3/3/2022,3/7/2022,Standard Class,2022,RE-19450
127614,2/11/2019,2/15/2019,Standard Class,2019,NF-18385
127607,3/20/2020,3/26/2020,Standard Class,2020,JK-15730
127593,9/21/2020,9/21/2020,Same Day,2020,DH-13675
127586,9/26/2019,9/30/2019,Standard Class,2019,CS-12400
127558,11/15/2019,11/18/2019,First Class,2019,SS-20410
127544,8/8/2020,8/12/2020,Standard Class,2020,RD-19585
127523,5/11/2019,5/18/2019,Standard Class,2019,BG-11695
127509,11/9/2020,11/13/2020,Standard Class,2020,AS-10090
